review_id,user_id,business_id,stars,useful,funny,cool,text,date
2xlNGuN8naQTHO3_xY0lGw,8rrmvJ7W3ujplXuOhjE2Hg,yDiWYpuzRxcTgSi_O4JZpQ,5,0,0,0,"This is the place for authentic Indian street food. I've been here multiple times ordering different things ranging from bhel puri, pav bhaji, vada pav, deconstructed samosa and aloo tikki, dabeli, kulfi and more. Everything was made exceptionally well.

I regret not having found this place sooner.",2017-03-27 13:27:52
v6wULImVULtf6ZfFljX_4Q,ovUBZdJI16y-qasoqnGt5Q,2S_CEQYBbp8RO1bJm_1mng,3,11,12,6,"Uhhhhh.... Not sure how to quantify or qualify my experience here. Let's start with back story: 

My sister was visiting for the weekend, so I wanted to show her a solid night on the town that lasted till the wee hours of the morning. We started on Frenchmen, but for whatever reason it was dead. 
Deciding to adventure Uptown we proceeded on a respectable bar crawl, including Delachaise, Columns, and St. Joes, however, at 3 AM the usual Uptown culprits start to raise their heads. A summary of the following dialogue:

Friends ""Let's go to FMs"" 
Me: ""No, too much broken glass""
Friends: ""Let's go to Snake and Jake's""
Me: ""Eh....""
Friends: ""Brothers 3?""
Me: ""I'm afraid I'll hit my head on the ceiling""
Friends: ""The Saint!!""
Me: ""I suppose I haven't been there before, I'm curious.""

After entering the Saint the look on my sisters face was priceless, akin to a deer in headlights look. I kept my countenance, and we ordered a round. Things proceeded as expected ... unwanted dance grinding advances, check! uber drunk guy talking your ear off, check! Big Buck Hunter, CHECK!!! Overall I'm glad I moderately traumatized my sister and sated my curiosity in the same night. 

Helpful hint: They have outdoor seating, surprisingly, which is very good to escape the smoke",2012-12-05 02:29:23
eY8zc9p7Kiv9ATEtNqAdaw,t4pFEaPnTGlShIEaa7y9pg,dDn_NVOQh9F-t153S035Ew,5,0,0,0,The food here is so great and fresh. I don't shy away from my kids favorite Wonton Soup because i know they take the time to cook it.,2017-09-09 02:04:25
_Dkml_CfMMb_wWeGpFtczg,TRFTDMJegE6DituEKBpEKQ,W6S482dRQ_9nCcLjfv8VNg,1,0,0,0,Food was great. But very disappointed with the hospitality. We  entered the restaurant at 9:15 pm but was denied dine in and was told that though the  restaurant closes at 10 pm they won't let us dine in and can give only to go. They saw that there were two pregnant women and a kid with us and I explained that our home is a hour drive from there and yet they denied for no reason. I had to drive back to home and make everyone eat. Very disappointed with such attitude towards customers. Never going back here. Let them try to forgive them self for denying dining for pregnant women.,2016-07-04 04:17:15
ZsT686nR-w3vAG_hyaSWMA,1gnzSS6JZNeMQyDa7kWUeA,v72HalBu5fQIFTD-oqhSgQ,5,1,0,0,"This place surpassed our expectations!  The steak is far superior to any steak house I have been too.  The staff flows together like a well trained team, the hostess Mallory, our waiter Max, and the busboy all keep things moving smoothly and leave you never wanting for anything.  Honestly the whole experience was amazing and we will be back for more. Love this place!",2014-07-28 14:05:35
6-uhn-jmZI6wHhsD8aGTOw,Gkemhtz87WhB5Uvc-1uLTQ,rQ2CSHRkZSn5WCu7OfVI-Q,5,0,0,0,"The service is super friendly! During my exam, Dr. Dinh was very kind and addressed my concerns. Also, I am very picky when it comes to choosing frames so it was a good thing they had a nice selection to choose from. The receptionist was also very helpful and patient with me during the process haha. Overall experience was great and I will definitely come back for my yearly exam.",2014-07-14 01:27:10
_1rme3go3F96nwAexBZEGw,ZEpBNNP_btQrZ5qaByoZkg,LGqiubTmpJ-A1L5n7dmc6g,1,0,0,0,"When I ordered my pizza for me and my friends , he pizza was so small and this delivery girl took forever and she was rude and didn't want to give me my change back and she said she thought I gave her a tip no ! And she didn't even give me the right change and it was all coins ! This place sucks ! DONT EAT HERE !!!!!!",2016-08-25 20:28:15
jlvaJo1I56NrZ1Q1CUuuRw,17jzGkFYCvB5Q0fjJEzVAA,otQS34_MymijPTdNBoBdCw,4,0,0,0,"I was told this place is a must for a Sonoran hot dog. I was visiting from out of town and had never had one. It was good, but the whole Sonoran hot dog isn't really my thing (too many components for me) so I can't say it was great. The guacamole on the other hand, was great! I also had the taco combo - the chicken and carne asada were very good but the cabeza was slimy. BK has a salsa bar that allows you to help yourself to your own toppings and I appreciated that. Service was good, food arrived quickly. It was pretty packed during lunch on a weekday.",2017-06-17 17:17:29
82lJQteTxdxQVXfm-RU_tw,av5_rihz1f5DLEIt5NrtNA,9gObo5ltOMo6UgsaXaHPWA,2,2,0,0,"Walked into the restaurant, with reservations, and many open tables.  I asked the manager for a window table and was responded with ""they are all reserved.""  Two hours later, when we left, still many open tables next to the windows.

Overall food was good.
I had the filet and she had the salmon.
The bottle of wine that was recommended was $75 and was not told prior to ordering it, just that it was the last bottle.",2013-02-21 22:42:08
T3Rcd5y51bm_6A6_4DN79Q,8mF7MMTeVQXxIlcmgZeR0Q,SwWfW3vBn5QkDE7T3urGAg,5,0,0,0,Best Indian I have ever had! The food was fresh and delicious. Staff are very friendly and attentive and restaurant is clean and welcoming. The paleek paneer and briyani were amazing!,2015-10-17 03:02:08
b1GkT5ojVlMCM6jdwPi3wQ,JcUxoKPqBBRaMcHaQOYFlg,_v3DcLatG70adfYzWTd-CQ,5,0,0,0,Best smoothies in the whole world. And fresh bread is amazing. Very knowledgeable staff.,2018-04-04 00:31:57
vSuwwwi5wcMlhRJaTgNCkw,0NMzKcYr2noVeBIT9leL-w,R1u7FrIllyD8OAWcFxzQGA,5,0,0,0,"I stopped by Bell Meade during a recent visit to Nashville. The best way for me to describe my experience is to say that the next time I go to Nashville I will go out of my way to make sure I return to Bell Meade.

On my travels, I tend to stop from time to time to see if I can find specific bourbons that may be out locally. At this time of year, I did not expect any great finds because many of the items for which I look have their annual release later in the year so it's a surprise to find any of them on the shelf. For example, Elmer T Lee is a favorite of mine so it was one that I asked about.

Despite the fact that I walked away without Elmer T, I still had a great time. I enjoyed a few tastes at the tasting bar and even better I had a great conversation with Max. He is one of the reasons I will return.

I did walk out with a bottle of Tennessee whiskey cream that is not sold locally and there was a bottle on the shelf that I have not seen locally that I need to investigate. As I said I will return and a five star rating from me should say at all.",2015-04-01 15:45:29
OYrtEEEu0qLiTdwlPm9egQ,LcqNuhqaYt5ekKzaRirmIg,SZU9c8V2GuREDN5KgyHFJw,5,2,0,1,"I love trying fresh seafood on piers, wharfs and seaside markets. Most of the time, it is a disappointing experience but this place is not. The food is legitimately fresh and prepared well. The gorgeous view is just a cherry on top of nature's beautiful sundae. I have been here before but ordered the ""wrong"" thing (cioppino). That wasn't very good when I had it a couple of years ago here. 

We came for a late lunch/early dinner on a Monday. Even at 4pm,  there was a wait! We waited about 25 minutes and got a table outdoor. While it wasn't ideal that we sat right in the sun with no shelter other than our sunscreen and sunglasses, the view was worth it. 

We got the local crab special which was a steamed 3-lb. crab served with a salad and soup for $26. I thought this was quite the steal because the crab was huge, delicious and meaty. The garden salad was fresh as simple as it was. The lobster bisque we got was pretty good. (The other options were Caesar salad and clam chowder). They topped off the crab with a couple of onion rings and cups of cocktail sauce and drawn butter. Yum!

We also got the fried platter of shrimp, oysters, calamari and scallops for $12.95. It came with cole slaw, onion rings, tartar sauce and cocktail sauce. As greasy of a meal as this made, it was one of the better fried platters I've had anywhere. The seafood was just really fresh including the sometimes-feared fried oyster. :)

The ice in our iced teas melted away in the sun. Our waitress was so cool and brought us lots of extra ice and an extra iced tea in case we needed it (we did because it was hot out!). She was just friendly and good at her job - five stars for her!

By the time we left at about 6, there were so many people waiting. Make sure you sign up for a seat on the clipboard right when you get there. The restaurant is the last one at the very end of the pier. Parking on the pier is free for 90 minutes but it looks like a drive that will upset tires. I parked in the large lot south of the pier and walked 15 minutes up and onto the pier. It was free on a Monday late afternoon.",2015-08-19 04:11:47
amIMShQBXjITXiYG6gyiaA,Q1WRnsP8net9hJ-IkU9-4A,SuQgcpL-aZeuyRjBdA0pHw,1,1,0,0,"What a disappointment. This place was not good I would suggest you think twice before selecting this option. The manager and wait staff may possibly be the worst I have ever encountered, rude and definitely not focused on customer service.  The manager is a very angry hostile fella I asked if I could get brown rice instead of white and he blasted me...I offered to pay extra and he stormed off? Do not know what the deal was but this is just plain unprofessional and creepy behavior. The waitresses will smack into you while you are eating...man what a mess this place is from top to bottom.
The food just OK at best! I am seriously complimenting them here... you can do better at home than here. Seriously I am not going to go into you have been warned just yuk...OK? these other folks with the positive reviews for this place must burn off their taste buds with adult beverages. (Didn't try the sake it may be the high point of the joint...but why would I want to expose my taste buds to a substandard meal to enjoy some rice wine? I can do this at home.
 Here is something I am not sure of, I have only lived here a few months now, is it customary to charge for each soda every time you get a refill here? I was charged for each I asked why they said ""This is how we do it here."" So at $2 bucks per 6-8 ounces of beverage you may want to go with water at this place...but smarter yet! Go elsewhere.
I will not be returning to this establishment.

Worst yet.",2012-12-04 02:33:18
lrZiB0XfNZjk8zfYDx_TPA,29UB_wrnUIdsxV2ZmrlZSg,S2Ho8yLxhKAa26pBAm6rxA,3,2,1,1,"I was happy his was my first experience with Nola food and not my last, started on a low point. First, I understand it was Sunday night before Fat Tuesday and our waitress was working back to back 12 shifts. However, my drink order was forgotten, and my friends plate was mixed up. For my food, I had the po'boy shrimp and was underwhelmed, there was a hardy serving of shrimp but there was minimal lettuce or sauce and the fries were weak, many soggy. Needless to say, we didn't go back. From other reviews seems like we caught them on an off-day but unfortunately the result is a lack luster review.",2016-02-11 22:56:22
5GNDjFV7Vi7Uganf6OlAbg,7OUAzKZj6LUrQ3G7g7yUSw,S3Kl763P-wKnDLFy0iirqA,2,2,2,0,"Let's be honest, this place needs a face lift. It's starting to feel shady, I wouldn't even feel comfortable taking my small children here (if I had any, which I don't). The service is mediocre and everything looks tired. The comedy club doesn't feel cheerful or fun, it just feels like the back hallway of a banquet room.

Great parking and good location though. Please owners, please put some money into this place. It really needs it.",2014-11-30 00:39:26
3Qwi1Q4ea7OJPpueQVEoBQ,wDZvwI8xAS9Lyq-tjDoEoA,ERzdjrvXG3R6cjPnEYc7gQ,4,1,0,0,"I stayed at the Orange St location from Friday to Monday.

Arrival: I already read plenty of reviews about no signs marking the location therefore, I looked for Starbucks. I parked in a spot in front of the multi business complex. I went inside to find a guard at a desk that said we have been contracted to hand guests their keys and room number and nothing more. He advised me there was a phone that was on the wall that I could make a call to someone if I needed to. He also stated that the very few parking spots in front were free* only on the weekend.

The Room: This wasn't a room, this was an apartment and I absolutely loved it. It was very spacious and had everything I sought* after for that weekend, such as: fully stocked kitchen, a desk, lots of space, king bed, huge table, nice living room, lots of closets. My only complaint is that I could not open any windows for fresh air...they are nailed/screwed shut. There was also a small welcome bag w cookies and water and papers letting you know where all the food delivery locations and numbers.
There wasn't maid service knocking loudly or trying to barge in early in the morning. This place is more of a long term setting and I'm sure the maids come around during the week Monday-Friday if you desire. I was only here for 3 days and I was fine with that. I went shopping at Shoprite and filled my fridge with water and breakfast to cook.

Overall: This place is awesome, I had a huge living room to entertain my guests when they visited, and a nice desk to study my Anatomy notes. I forgot to mention how quiet** this place is. I loved it. I felt as if no one was there except me. Very quiet* which worked for me on Sunday bc I had lots of studying to do and two TV's to watch The Walking Dead on. Lol!  I would most definitely stay here again. Very spacious and updated. Loved it!",2015-11-18 18:35:36
x-AK0qSJmd9KzXBpEiY-Gg,HORYfQgazSLzkg096Va7rA,Hcn6gI1MLg4tUJ9SfdUVqg,3,0,0,0,"Awesome location, good service is why I have been eating there for the past 15 years off and on. Mostly the excuses about the steak is why I have to write the review. I am happy to pay more for good quality steak but don't blame the poor guy that sold it to you !",2014-04-19 13:35:15
s41Y0IQGQqyzuwITwP_37A,P6f_pFhxb0jwtA1JmjHmJw,uyQGW7kZKk90vEwGo8A7mA,1,5,1,1,"I had the worst experience of my life and it's not over yet.  I made a mistake in purchasing a vehicle that is out of my budget on a Friday afternoon.  By Sunday after review of my budget I realized I was unable to afford the car.  I called the salesman and tried to explain my situation at 11:30am.  He stated he would speak with his manager and call me back.  At 3:30 after no return call, I called him again, no answer. I left a voicemail and still no call at closing time.  Monday morning I arrived at the dealership as they were opening.  I asked Stephen, the salesman what they determined.  He instructed me to have a seat and he would talk to his management team.  One hour + later, I was called into a cubicle and told my loan had been funded and the title had been changed.  Therefore, I would have to sell the car back to the dealership as a used car.  I would lose a lot of money in doing this.  This morning, Bill head of finance advised that the bank had questions about funding the loan.  I received a call from the bank stating the loan had NOT been funded and they would be unable to okay the loan.  I have left numerous messages with the dealership and have yet to receive a callback.  I contacted an attorney and per his review I again called the dealership and asked for a time to return the vehicle and take back my trade.  Still no response!  These people will lie to your face, avoid this dealership!!",2015-04-28 21:51:10
rJ2fUIf-Q7AGx79thOUjMg,BOM58nAhmaoOC_Si4u4lOw,8-j10_I745ITrczbkfD-Pw,4,0,0,0,"I have been a patron of Desi Village in West Philly for years.  After moving the suburbs, we saw the KOP Desi Village and finally tried it.  We were skeptical having also tried Mood Cafe (owned by the W.Philly folks), and it wasn't as good. But the KOP location is actually very comparable to the West Philly location.  

There is no ambiance or atmosphere here.  The strip mall where it's located is pretty depressing.  Desi Village may be the only active store in it.  And its decor is tired and old.  It is a big space and it appears they do a big lunch buffet but I'm curious if it's ever full.  So don't go for the ambiance.

But the food is good.  We ordered some Keema Naan, Samosas, Saag Paneer, and Lamb Biryani.  All of it was really good.  Perfectly seasoned, not too oily, and appropriately spicy.  I have a nut allergy and made them aware of that and they did not screw it up (most Indian restaurants do).  So we'll definitely be back.  It would be great if they moved into nicer digs but the food is what is most important.",2016-08-25 13:50:44
MWUGmzyXVIlG2NwvzX0q4Q,Xw7ZjaGfr0WNVt6s_5KZfA,i-tDq8zC7ZmSqSbg_7oddA,5,11,5,8,"What an AMAZING occurrence that we ended up here after another barbecue place ran out of food!

So yeah, we started out at another spot and they were out of food when we got there. Super bummed and still in the mood for barbecue, we started wandering around Mid City and my trusty Yelp app guided me to this place. We were greeted by the super nice woman working the counter and she explained the whole process.

I decided to get the one-meat plate with ""wet"" pulled pork, grits and potato salad, I also got a medium mac and cheese, because I can. My boyfriend got the two-meat plate with brisket and pulled chicken with potato salad and fries. The food blew us both away! It was delicious from beginning to end. The pulled pork was perfect and had the perfect amount of sauce without being drenched. I could tell that if I hadn't ordered it wet it still would have been able to stand on it's own. The mac and cheese was incredible, and after the pork, was my favorite part of the meal. The stone ground grits had a different type of flavor (almost smoky) that I enjoyed and the potato salad was served cold and had that nice crunch that I like in potato salad,

We both agreed that the food was excellent, and a good deal to boot, and that we would both make the trip back out to Earhart, just to have more of this delicious food. The owner himself was bringing the food out to folks and he was really friendly and made sure that we were happy with everything. I like when the owners take the time to make sure that everything is okay. The atmosphere is casual and comfortable and the entire process was a breeze. I will definitely return to LA Smokehouse and I'll be adding it to my ""BBQ Favorites"" list for future reference.",2016-11-21 20:04:45
e4e1OLjmdLfYET_v3nEHvw,VvKepoJdgaLfc1nUsJE9ZQ,JcP1z6eZBgTIcxWlyxSw0g,5,1,0,1,"After today's lunch, Iris has moved to the top of my New Orleans favorites lists--no small feat in a city where restaurants are numerous and culinary competition is fierce. Iris excels in every area: food, drinks, service, atmosphere, location, music and overall graciousness. I made the reservation for 10-15 people, not knowing exactly how many in my party would show up. Iris pulled out all the stops to make sure everyone had comfortable seating and even prepared an overflow table for us. At no time did we feel jostled or rushed, which is a common fine dining concern. 

The layout of the restaurant allowed diners to move freely to and from the table and to exchange seats as needed. The music selection was fun and unique, ranging from the Magnetic Fields to Johnny Cash. It was also quiet enough to be enjoyed while allowing conversation to flow unimpeded. Our waiter had excellent timing and anticipated our every need. 

Though they don't have a full drink menu for lunch (I hear they have an amazing mixologist for the dinner hour) they do offer a selection of martinis and wines. One of the guests has accounts with several high-end bars in the Quarter, and the drink list passed his muster. Our table settled for Chardonnays, Perseco and chilled shots of Chartreuse, though I hear they have several types of absinthe as well. 

Our group began with slices of warm, heavenly bread that Iris bakes in house. We continued with an assortment of salads--I had the Hollygrove arugula with warm goat cheese, niçoise olives and balsamic vinaigrette. It was fresh perfection. A few of us opted for the mussels, which I heard were delicious. For my main course, I had a wonderful drum with onions prepared in a tangy soy reduction, which was an elegant complement for the fish. I also heard rave reviews about the gnocci and chicken. 

All the entrees were creatively arranged and selected, and at no point did I feel overwhelmed or that any fuss or pretense had gone into the food. I also appreciated that the portions were European-sized (it always makes me laugh when other Americans list too-small portion size as a complaint even when the food is well-prepared!). Iris prepares a lot of their basic ingredients in-house, and I appreciate that the kitchen makes a point of incorporating gulf fish and produce purchased from local, farmer-friendly markets. 

We settled on the prix fixe menu, which was $20 a person for appetizer, main course and the dessert of the day (the best strawberry sorbet I have had yet). With the added drinks and tip it came out to under $35 a person, which is an excellent price for such a delicious white-linen lunch. No matter the size of my group, I will definitely be returning!",2010-05-14 22:21:21
2xIYKNiMuDpF2wWjT1RIKg,isilLts_tupKm4-pN2FAFQ,o2ETM4XZXENkzuAaYT2GIg,4,0,0,0,"Great atmosphere and decor. Super friendly staff seat you right away. I stopped once for lunch and one time for dinner. They have some lunch specials one of which was Pad Thai. I order with chicken as the protein but they have the typical options for this .  The portion was good for lunch and had good flavor.

For dinner I ordered the chicken satay to start and the Panang Curry with chicken for main course. I was very disappointed in the satay being that you only get two small skewers. The flavor and peanut dipping sauce were very good but they give a few more skewers.  The Panang was good and you get a good size portion of rice.

On a side note, I was disappointed they do not have Pad See Ew. Still some other options on the menu I will return to try.

The staff and manager really know customer service.  Look forward to returning soon!",2018-04-15 14:49:21
NeTum-oNTUbCwMKxh1aQag,LuT_KrlWPv3QsW6JGHBIrA,t-bcEvAM8oE92tm9HBr7wQ,4,0,0,0,"We randomly decided to look for middle eastern food. Came up with Petra Restaurant near our home. Tried it with my family and liked it quite a bit. Try their Friday and Saturday special rice (it actually test like Indian fried rice) with lamb. Really tasty. Other things are very good too. Don't be discouraged with the location of the place, but food is good and inside of the restaurant is quite nice. Service is good too.",2014-05-24 19:02:05
0UnK7dQKT3ogC2sBCeYWLA,Rhk8owk3uhFTvzJdYbQ6Xg,vje0KIiE7vtpx7JzmBx5LQ,5,0,0,0,"I went to the pearl for my birthday and every detail of the experience was awesome!  The food, the wine and the service were all impeccable!  We didn't realize the time and were chatting away after closing time and the staff never made us feel rushed.",2015-10-08 13:21:55
i6qS_PlGj4kl_2u55WKa5Q,gasLVm0KRwrVhPGRcqATjw,CHh0ZFrQcsk4boOItr2Zuw,4,1,0,2,"I stopped in because I was hungry for some snacks.  Browsed the store since I had some spare time and found it to be clean and well stocked.  Wide isles, good selection of bakery stuff, flowers and all your usual groceries. I like that they had some locally made snacks too like California Kettle Corn and Taco Works (out of SLO).  Found the semi-unusual chips I wanted that other stores don't always carry, grabbed a Diet Coke by the checkout and I was happy.  Convenient parking lot and the staff was friendly and helpful.  Thanks Albertsons!",2015-06-09 03:30:56
4hi2jgnEhwaKfFiZ_Tz4Hw,VOWlOVEBg9LoHykSBue7EA,6kPHr6gZaU9732ptn9gJrA,4,0,0,0,New owners turned it into a double threat: Bad food AND bad service. Shame. I loved this place.,2014-07-28 08:24:51
2epU691r0mnuct0ThnSJKg,6LYVWmmUMgyZYnvKhobgXg,RPxrAiJ3krxtv-UQmt0RlQ,4,1,0,0,"We see Dr. Gloudemans, and she's a wonderful doctor. Friendly, upbeat, up on the most recent research, and pro-vaxx (hooray!!). She's proactive about problems after making sure things are worth worrying about-- ""let's keep an eye on this, and if there's still a problem in a month or two, come back in and we'll see about a referral to a specialist.""

As others have mentioned, we've had a few billing hiccups. We received a bill saying we were past due on 3 appointments' fees, despite paying all copays in the office. Luckily it was all straightened out after a phone call, but it's been frustrating on that front.",2016-09-06 15:24:43
ff3TuHm6j-7ik-eONaYz-g,o2BGAiWVNp-ZVe7I0Ddf0w,NK9wtI7bMlO3WBjYzhpFAQ,4,2,0,1,I attended a meeting for the homebuilders Association of New Orleans here. The food was good and they took good care of the patrons. I had a mimosa which was good. I had a small cup of corn and crab soup which is fantastic but the portion was quite small. I had the grits and grillades and it was fantastic! The portion same grade on this one. The price was around $10. I've included a photo of the menu for your convenience. I didn't get a chance to test the Wi-Fi but I would say given the ambience and the quality of the food it's a repeat,2018-06-26 20:55:58
2UFbolHl7Kj1jYYn0eYBWQ,UV6kQ5MqadMq9SaVv35fqg,JhrvtLpCEQcYrZLbb6CZGw,3,0,0,0,"I work at the Frist and I don't eat at the cafe much, since I like to leave the building and go home for lunch. But once in a blue moon on a really dreary day like today, I stay in and have the Cobb Salad. It's a go-to for gluten free noshers like me. Add an extra egg for extra protein punch (as if all the meat wasn't enough already) and oil and vinegar dressing and i'm doing ok. A lot of museum visitors and local employees come for the cheap prices and quick bites. Beware of Senior Mondays (every 3rd Monday of the month) and weekends at lunchtime- it's usually busiest at 1130-noon.",2013-03-18 20:15:50
f7fAYGJpd4gZAoJxuJcciw,LpZfJekvMo5S61UBAmuyHw,cXAKeC-EgVChIxhS7fscmw,5,2,0,0,"The food at Ghini's is just delicious. Everything for French breakfast imaginable, and more. I highly recommend the eggs provencale, not something you can get anywhere else. Two eggs basted with a sliced hot house tomato, thyme, garlic and herbs de provance. Get the baguette toast and add the great hashbrowns for a mere dollar.
My personal favorite are all the crepes, both sweet and savory. Especially recommend the spinach and swiss.",2011-05-27 15:44:29
BOL3hGWiZpzay3FcghAVww,IxFPfRyZofZJsmH10xUKHA,o1bd3WLl4McflqjDTJTdHQ,4,0,0,0,"This was such a unique spot, from the graffiti style art on the walls to the delicious food options and special hummus flavors. Good prices, great portion size. I had the greek steak pita with guac hummus. Will definitely be back!",2017-04-08 00:26:23
b0AI6U9CCWpFKI3iPLYiow,_l0csyXqNIcb3vG-1qR8DQ,UCMSWPqzXjd7QHq7v8PJjQ,4,0,0,0,"I really like Prep & Pastry - we have been twice in the last two months on a Sunday.  The best trick I learned is to put your name on the waitlist BEFORE YOU ARRIVE.  As long as you are within 5 miles of the restaurant, you can be added.  It is a great service.

I have tried a number of things for brunch and all have been excellent - even their sweets. I think my favorite is the breakfast sandwich.  I am not a big drinker, so I usually order the ice team and it really is better than almost anything else I have tried. 

Staff is really, really nice.  I highly recommend a visit if you are in town.",2017-09-20 18:19:33
